book_id,name,category,author,publisher,discount,price,price_normal,point,description,review,img
23,인공지능 기술비평학,Computer Science,박상용 외,2024.05.31,10%,"18,000원","정가20,000원","1,000p","기술은 개발된 상태 그대로 사회에 머무르지 않는다. 우리가 기술이 개발된 ‘지금’의 상태만큼이나 주목해야 할 것은 이 기술이 사회 안에서 자리 잡는 과정과 사용되는 방식이며, 그것이 다시 구성하게 될 기술-사회-사람의 관계다. 인류 역사상 가장 발전한 기술로 꼽히는 인공지능 기술도 마찬가지다. 인공지능 기술은 양적으로나 질적으로 매일 성장을 거듭하며 우리의 삶을 전혀 새로운 국면으로 가져다 놓을 듯이 다가오고 있다. 기술-사회-사람은 서로 경합하고 공생하며 꽤 오랫동안 서로 영향을 주고받으며 구성될 것이다. 인공지능 기술에 대한 이해가 기술 자체에 대한 이해에 그치지 않고 기술과 연결된 기술-사회-사람의 맥락에서 비평으로 확장되어 탐구되어야 할 이유가 여기에 있다. 이 책은 인공지능 기술-사회-사람에 대해 비판적인 탐구를 시도한다. 기술 설명, 사회 사례, 비평, 미래 전망을 반복적으로 다루고, 인공지능에 관한 기대와 우려를 포함한 여러 가지 관점의 상상을 제시하는데, 저자들은 단순히 기술의 공학적 이해에만 의존하지 않고 기술-사회-사람의 유기적 관계를 함께 고려하여 비평적으로 다루어야 한다는 공감대를 형성하는 데 이 책이 기여하기를 희망한다.",0.0,kyobo/book_img_023.jpg
24,인공지능 데이터해석학,Computer Science,강우규 외,2024.05.31,10%,"18,000원","정가20,000원","1,000p","인간과 인간의 의사소통이 언어로 이루어진다면, 인간과 AI의 의사소통은 ‘인문데이터’를 통하여 이루어진다. 우리는 컴퓨터 과학이나 자연언어처리를 위하여 숫자로 이루어진 표준 데이터 세트와 구별하기 위해서 인문데이터를 ‘인문학’의 범주로 분류하였다. 인문데이터는 인공지능 기술 발전이 인간의 가치와 윤리적 기준에 부합하도록 보장하는 기초적인 관점을 제공할 뿐만 아니라, AI가 사회문화적 맥락에 어떠한 영향을 미치는지 조명할 수 있다. 또한 AI 개발에 인간 중심적인 데이터의 속성과 정보를 제공하고, 나아가 AI가 인문학적 주제와 인간 사회에 대한 이해를 돕는 데 기여할 것으로 본다. 이를 통해 기술이 인간과 공감하면서 문화적으로 다양하게 인식되며, 윤리적으로 건전하게 개발될 수 있도록 하는 중추적인 연구 분야로 자리 잡을 것이다. 앞으로 AI가 감정 능력을 지니며 인간과 정서적으로 소통하기 위해서는 다양한 AI 인문데이터의 구축이 필요하다. 이 책에서 제시한 감정 데이터, 비윤리 데이터 등의 AI 인문데이터는 인간과 AI가 상호작용하기 위해서 인간의 감정, 윤리, 경험의 다면성, 복잡성 등을 고려하여 인간 주석자를 통해 구축되었으며, 한국인의 정서에 적합한 데이터를 구축했다는 점에서 의의가 있다. 이 책에서는 특히, AI 인문데이터의 구축과 활용의 실제를 살펴보는데, 인간의 마음을 다루는 어휘, 음성, 이미지 형태의 감정 데이터를 중심으로 인간의 복잡한 감정이 AI와 연결되도록 시도하고 있다. 구체적으로 한국어 감정 어휘를 24개의 감정 유형으로 구분하고 사전의 표제어와 용례를 기반으로 감정 어휘 사전을 구축했고, 데이터 설계와 구축 절차를 제공했으며, 딥러닝을 활용한 감성 분석을 제시했다.",0.0,kyobo/book_img_024.jpg
25,인공지능 관계소통학,Computer Science,이찬규 외,2024.05.31,10%,"18,900원","정가21,000원","1,050p","현대 사회의 소통형 AI 기술은 단방향 형태이든 쌍방향 형태이든, 모두 공감의 문제에서 비롯한다. 키오스크의 등장은 ‘감정노동자’의 상처를 덜기 위한 방법이라는 것이 중요한 하나의 요인이었고, 소셜 로봇 역시 소외된 사람의 외로움을 덜기 위한 도구로 개발되기 시작하였다. 인간의 대화는 협의와 조율이 중요하며, 이를 통해 발전적 관계와 맥락을 만들어 낸다. 이러한 특성을 가진 인간의 대화와 달리 AI나 로봇을 통한 대화는 화자나 청자의 역할이 고정되어 있고, 상호 맥락을 형성하면서 관계를 발전시켜 가지 않는다. 그럼에도 우리가 AI나 로봇과의 대화에서 위로나 위안을 얻는 이유는 대화를 조율하고 협의하는 과정에서 느끼는 피로감을 AI나 로봇과의 대화에서는 느끼지 않기 때문일 것이다. 이 책은 현재까지의 기술을 매개한, 또는 기술과의 커뮤니케이션 과정에서 나타나는 현상적 특성을 정리하는 데 중점을 두고 있다. 기술을 매개로 한 인간 사이의 소통과 관계, 인간과 기계 사이의 소통과 관계를 살펴봄으로써, 인공지능 시대 인간관계의 탈맥락화 위험에서 어떻게 우리 자신을 지켜 나가야 하는지 탐색한다. 이 책은 변화하는 이 시대에 대한 바른 이해를 통해 미래를 전망하고, 기술의 발전이 만들어 낼 새로운 관계를 더 건강하게 할 리터러시는 무엇인지 고민하며, 더 많은 사람이 함께하는 논의의 시작점이 될 것이다.",0.0,kyobo/book_img_025.jpg
26,인공지능 윤리규범학,Computer Science,김형주 외,2024.05.31,10%,"20,700원","정가23,000원","1,150p","‘테이’가 등장했다가 사라진 지는 햇수로 7년, ‘이루다’가 파란을 일으킨 지도 벌써 2년이 지났다. 이제 우리는 사람같이 말하는, 사람보다 더 똑똑한 기계 존재인 챗지피티(ChatGPT), 바드(Bard)와 같은 생성형 인공지능에 기대어 말을 하고 글을 쓰고 있다. 전통적으로 윤리는 ‘인간’의 삶과 행위에 관련된 것으로 간주되어 왔다. 그러나 사람을 친 자율주행차, 사람을 죽일 수 있는 킬러 로봇, 애인 행세를 하는 인공지능 인형에게 버림받은 독거인 등 우리 삶에 새로이 등장한 ‘인공지능’이 환기하는 수많은 윤리 문제는 우리에게 또 다른 어려운 과제로 떠오르고 있다. 우리 앞에 놓인 이 새로운 기술, 특히 ‘생성형 인공지능’의 등장은 이에 대한 관심을 집중시키고 증폭한다. 인공지능은 윤리적 주체일까? 아니면 한창 발전하고 있는 기술의 발목을 붙잡는 성가신 존재일 뿐일까? 개인정보와 프라이버시의 보호, 챗봇의 차별 및 혐오 발언, 기술 발전에 가려진 열악한 인간 노동 등, 이 주제를 둘러싼 문제와 쟁점은 매우 다양하다. 이에 기업, 정부, 학계, 시민단체, 종교계 등에서는 수많은 인공지능 윤리 가이드라인이나 윤리 원칙을 앞다투어 발표하고 있다. 이처럼 인공지능 윤리에 대한 논의는 매우 활발하게 진행 중이다. 이 책은 인공지능 윤리와 규범에 관하여 지금까지 이야기되어 온 수많은 논의들을 한데 모아 새로이 살펴본다. 철학과 법학 전공자들로 이루어진 공저자들은 ‘윤리란 무엇인가’라는 근본적인 물음에서 시작하여, 인공지능 윤리와 기술의 긴장 관계, 인공지능 윤리의 주체 및 책임 문제, 인공지능 윤리의 핵심 원칙과 가치 및 국내외 주요 사례, 인공지능 윤리론, 인공지능 관련 한국의 법 제도, 규범학에서 본 인공지능 윤리의 가치, 알고리즘과 법 등을 다룬다. 무엇보다 저자들은 이러한 논의가 인공지능 기술과 함께 살아가는 인간과 전체 공동체를 위한 논의여야 하며, 또한 우리가 만들 미래 사회가 어떤 모습이어야 하는지에 관한 논의가 되어야 함을 강조한다.",0.0,kyobo/book_img_026.jpg
27,최고의 프롬프트 엔지니어링 강의,Computer Science,김진중,2024.06.10,10%,"21,600원","정가24,000원","1,200p","프롬프트 엔지니어링이라면 흔히 ‘AI에게 질문하는 방법’이라고 생각하는 경우가 많지만, 정확히 말하면 ‘AI로부터 높은 수준의 결과물을 얻기 위한 양질의 프롬프트를 구성하는 작업’이라고 할 수 있다. 우리가 작성하는 프롬프트가 단순히 검색 포털에 질문을 입력하는 수준에서 벗어나려면 LLM 작동 원리를 이해하여 체계적으로 프롬프트를 구성하는 작업이 반드시 필요하다. 이 책은 프롬프트 엔지니어링의 방대한 내용을 프로그래밍 지식이 없는 사람도 이해하고 접근하기 쉽도록 컴팩트하고 짜임새 있게 전달한다. 인공지능 시대를 살아가는 데 꼭 필요한 상식과도 같은 프롬프트 엔지니어링을 기초 개념부터 실습까지 누구나 체계적으로 학습할 수 있도록 했다. 패스트캠퍼스의 인기 강의를 LLM 입문자도 학습하기 쉬운 형태로 재구성하였으며, 유튜브/블로그 제목 다듬기, 영어 단어장 만들기, 채용 인터뷰 질문 생성하기 등 실무에서 유용하게 사용할 수 있는 유형 위주로 실습 내용을 엄선하였다.",0.0,kyobo/book_img_027.jpg
28,제가 만든 GPT는 당신이 만든 GPT와 전혀 다릅니다,Computer Science,유호석,2024.06.10,10%,"19,800원","정가22,000원","1,100p","ChatGPT 등장 이후 누구나 쉽게 고성능의 맞춤형 AI 챗봇을 만들 수 있는 시대가 되었다. 『제가 만든 GPT는 당신이 만든 GPT와 전혀 다릅니다』는 100개 이상의 GPT를 직접 개발하고 마케팅, 기획, 코딩, 디자인, 교육 등 다양한 영역에서 활용하고 있는 저자가 GPT를 만들어 본 경험을 심층적으로 다루고 있는 책이다. 이 책은 어디에도 정리된 적 없는 GPT 아이디어 기획부터 출시까지의 과정, 더 똑똑한 GPT를 만들기 위한 효과적인 프롬프트 작성 팁과 GPT 기능 활용법, 차별화된 초격차 GPT를 만들기 위한 GPT 지식 및 API 활용법, 그리고 GPT를 마케팅하고 수익화하는 전략까지 집대성했다. 개발자가 아니어도, 복잡한 프로그래밍 지식이 없어도 저자가 만들어 국내에서 인기를 얻은 GPT를 직접 따라해 볼 수 있도록 구성했다. 이 책 한 권만 따라해도 시행착오 없이 인기 GPT 10개 이상을 만들어 보는 것은 물론, 상위 1%들의 GPT 만드는 최고의 노하우를 가장 쉬운 방법으로 배울 수 있다.",10,kyobo/book_img_028.jpg
29,"AGI, 인공일반지능의 이해(큰글자책)",Computer Science,이재성,2024.05.30,10%,"22,500원","정가25,000원","1,250p","인공일반지능이란 다양한 분야에 적용할 수 있는 인공지능이다. 이는 바둑의 알파고, 단백질 구조 예측의 알파폴드, 채팅의 챗GPT, 이미지 생성의 달리, 동영상 생성의 소라까지 인공지능마다 목표한 분야가 정해져 있고 그 목표 분야에서만 동작하는 인공협소지능과 구분된다. 지능 개념과 인공일반지능의 역사부터 인공일반지능이 만들어 갈 미래 시나리오까지 폭넓게 살핀다.",0.0,kyobo/book_img_029.jpg
30,AI 자율주행(큰글자책),Computer Science,안세진,2024.05.30,10%,"22,500원","정가25,000원","1,250p","자율주행 기술은 차량이 인간의 개입 없이 주변 환경을 인식하고 판단하며 안전하게 주행하는 기술을 말한다. 개발 초기 단계부터 교통사고 감소, 교통 혼잡 완화, 운송 비용 절감 등 여러 기대를 받았던 자율주행은 인공지능과 결합하며 상용화 가능성을 높이고 있다. 그러나 자율주행 자동차가 상용화되기 위해서는 아직 극복해야 할 기술적, 사회적, 법적 도전 과제가 남아 있다. 인공지능과 결합한 자율주행 기술의 핵심을 살피며 그 미래를 점쳐 본다.",0.0,kyobo/book_img_030.jpg
31,예약판매 AI가 훔쳐간 인문학,Computer Science,김철수,2024.06.05,10%,"14,400원","정가16,000원",800p,"인간이 인문학으로 세상을 이해했듯이, AI도 그 자신만의 인문학, 예를 들면 인공지능인문학 같은 것으로 세상을 이해하지 않을까? 그렇다면 이런 인공지능 시대에 사는 인간은 어떻게 살아야 할까? 어떻게 생각해야 할까? 어떤 존재가 돼야 할까? AI에 투영하여 인간을 이해하다 지난 수천 년간 인간이 신의 이름으로 답을 찾아왔다면 이제는 AI의 이름으로 답을 찾을 수 있지 않을까? AI가 어떻게 감정을 느끼고 생각하고 상상하고 자기 존재를 이해하는지를 보면서 인간을 더 잘 이해할 수 있지 않을까? 기술과 인문의 교차로에 서다 스티브 잡스가 말했다. “애플의 유전자를 구성하는 데는 단순히 기술만으로 충분하지 않습니다. 기술(Technology)이 인문학(Liberal Arts)과 만나면 비로소 우리의 심장이 뜁니다.” 그때 나도 조금 심장이 뛰었다. 그래서 이 책을 썼다.",0.0,kyobo/book_img_031.jpg
32,러닝 깃허브 액션,Computer Science,브렌트 래스터,2024.05.20,10%,"27,000원","정가30,000원","1,500p","깃허브 액션을 활용해 개발 시간을 단축하고 협업 효율을 높이세요! 오픈 소스 작가이자 트레이너, DevOps 디렉터인 저자가 완벽한 깃허브 사용법을 설명합니다. 액션과 워크플로가 무엇인지, 이를 프로세스에 통합해 개발 과정을 단순화, 표준화, 자동화하는 방법은 무엇인지 알아봅시다. 깃허브 액션으로 코드 유효성 검사부터 복잡한 배포 파이프라인까지 구현하세요. CI/CD를 처음 접하는 분부터 깃허브 액션 사용을 고민했던 개발자까지 프로젝트에 바로 적용할 수 있는 실무 중심의 내용을 담았습니다. 이제 깃허브 액션으로 개발 프로세스를 혁신하세요!",0.0,kyobo/book_img_032.jpg
